prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_disaster_emergency_fund_codes,prime_award_outlayed_amount_funded_by_COVID-19_supplementals,prime_award_obligated_amount_funded_by_COVID-19_supplementals,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_latest_action_date,prime_award_latest_action_date_fiscal_year,prime_award_period_of_performance_start_date,prime_award_period_of_performance_current_end_date,prime_award_period_of_performance_potential_end_date,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_award_object_classes_funding_this_award,prime_award_program_activities_funding_this_award,prime_awardee_duns,prime_awardee_uei,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_duns,prime_awardee_parent_uei,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_county_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_description,prime_award_project_title,prime_award_naics_code,prime_award_naics_description,prime_award_national_interest_action_code,prime_award_national_interest_action,subaward_type,subaward_fsrs_report_id,subaward_fsrs_report_year,subaward_fsrs_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount,usaspending_permalink,subaward_fsrs_report_last_modified_date
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,,,,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,,"15090 Tucson, AZ",AZ,Arizona,857569367,3,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,9cc566b9e1dd74484ffd626aba55c80e,2020,10,4201715653,90817,2018/4/19,2018,963709212,"AZMARK AERO SYSTEMS, LLC",,80080185,Imaginetics Holdings LLC,USA,UNITED STATES,944 W GUADALUPE,GILBERT,AZ,Arizona,852332414,6,,"For-Profit Organization,Limited Liability Company",,GILBERT,AZ,Arizona,852332414,6,USA,UNITED STATES,FinsWings&Boattails.,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2020-11-17 10:56:12+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,,,,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1339159,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,,Tucson,AZ,Arizona,857566100,2,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,03b2184d5343366bc2fc8a6d433924b3,2018,10,4201832874,88913,2018/10/16,2019,829171243,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",,6907042,Ducommun Incorporated,USA,UNITED STATES,2222 E PENSAR DR,APPLETON,WI,Wisconsin,549118789,8,,"For-Profit Organization,Manufacturer of Goods",,APPLETON,WI,Wisconsin,549118789,8,USA,UNITED STATES,Firm Fixed Price,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2018-11-28 15:00:52+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,,,,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,,"15090 Tucson, AZ",AZ,Arizona,857569367,3,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,9cc566b9e1dd74484ffd626aba55c80e,2020,10,4201832874,88813,2018/10/23,2019,829171243,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",,6907042,Ducommun Incorporated,USA,UNITED STATES,2222 E PENSAR DR,APPLETON,WI,Wisconsin,549118789,8,,"For-Profit Organization,Manufacturer of Goods",,APPLETON,WI,Wisconsin,549118789,8,USA,UNITED STATES,"Custom CCA's, NRE - Other.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2020-11-17 10:56:12+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,,,,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,"For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",AZ,Arizona,857569367,3,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,3969f7c16051e43a4663fc4a20da4d12,2021,10,4201832874,88813,2018/10/23,2019,829171243,"LABARGE ACQUISITION COMPANY, INC.",,6907042,Ducommun Incorporated,USA,UNITED STATES,2222 E PENSAR DR,APPLETON,WI,Wisconsin,549118789,8,,"For-Profit Organization,Manufacturer of Goods",,APPLETON,WI,Wisconsin,549118789,8,USA,UNITED STATES,"Custom CCA's, NRE - Other.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2021-11-16 13:35:00+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,,,,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,,"15090 Tucson, AZ",AZ,Arizona,857569367,3,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,9cc566b9e1dd74484ffd626aba55c80e,2020,10,4201788379,88682,2018/8/9,2018,623681124,ATK SPACE SYSTEMS INC.,SPACE COMPONENTS DIVISION,967356127,NORTHROP GRUMMAN CORPORATION,USA,UNITED STATES,7130 MIRAMAR RD STE 100B,SAN DIEGO,CA,California,921212340,50,,For-Profit Organization,,SAN DIEGO,CA,California,921212340,50,USA,UNITED STATES,"Missile Antenna &Ped, NRE - Other.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2020-11-17 10:56:12+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,,,,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,"For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",AZ,Arizona,857569367,3,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,3969f7c16051e43a4663fc4a20da4d12,2021,10,4201788379,88682,2018/8/9,2018,623681124,ATK SPACE SYSTEMS INC.,SPACE COMPONENTS DIVISION,967356127,NORTHROP GRUMMAN CORPORATION,USA,UNITED STATES,7130 MIRAMAR RD STE 100B,SAN DIEGO,CA,California,921212340,52,,For-Profit Organization,,SAN DIEGO,CA,California,921212340,52,USA,UNITED STATES,"Missile Antenna &Ped, NRE - Other.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2021-11-16 13:35:00+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,,,,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F1TBPV,AFRL RWP,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1339159,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,,Tucson,AZ,Arizona,857566100,2,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,09b96a0c1fbd9bd31c6a6769d605ed7f,2018,8,4201788379,88682,2018/8/8,2018,623681124,ATK SPACE SYSTEMS INC.,SPACE COMPONENTS DIVISION,967356127,NORTHROP GRUMMAN CORPORATION,USA,UNITED STATES,7130 MIRAMAR RD STE 100B,SAN DIEGO,CA,California,921212340,50,,For-Profit Organization,,SAN DIEGO,CA,California,921212340,50,USA,UNITED STATES,Firm Fixed Price,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2018-09-27 16:43:27+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,,,,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,"For-Profit Organization,Manufacturer of Goods","15090 Tucson, AZ",AZ,Arizona,857569367,3,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,3969f7c16051e43a4663fc4a20da4d12,2021,10,4201610076,87585,2017/10/26,2018,44239754,STANLEY MACHINING & TOOL CORP.,,44239754,STANLEY MACHINING & TOOL CORP.,USA,UNITED STATES,425 MAPLE AVE,CARPENTERSVILLE,IL,Illinois,601101939,8,,"For-Profit Organization,Manufacturer of Goods,Woman-Owned Business",,CARPENTERSVILLE,IL,Illinois,601101939,8,USA,UNITED STATES,"Gen Structural Assys, Non-complex Machined.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2021-11-16 13:35:00+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,,,,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,,"15090 Tucson, AZ",AZ,Arizona,857569367,3,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,9cc566b9e1dd74484ffd626aba55c80e,2020,10,4201610076,87585,2017/10/26,2018,44239754,STANLEY MACHINING & TOOL CORP.,,44239754,STANLEY MACHINING & TOOL CORP.,USA,UNITED STATES,425 MAPLE AVE,CARPENTERSVILLE,IL,Illinois,601101939,14,,"For-Profit Organization,Manufacturer of Goods,Woman-Owned Business",,CARPENTERSVILLE,IL,Illinois,601101939,14,USA,UNITED STATES,"Gen Structural Assys, Non-complex Machined.",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2020-11-17 10:56:12+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,,,,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F1TBPV,AFRL RWP,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1339159,PPLZG8J3N9D4,RAYTHEON COMPANY,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,,Tucson,AZ,Arizona,857566100,2,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,AMS: ADV PROGRAMS,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,e618b73244017dd5d391eb57ba5d995c,2018,5,4201740735,87531,2018/5/24,2018,134729487,"TRIUMPH ENGINEERED SOLUTIONS, INC.",TRIUMPH FABRICATIONS - PHOENIX,807636451,"TRIUMPH GROUP, INC.",USA,UNITED STATES,6733 W WILLIS RD STE 5054,CHANDLER,AZ,Arizona,852265224,7,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,CHANDLER,AZ,Arizona,852265224,7,USA,UNITED STATES,Firm Fixed Price,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2018-06-28 16:30:37+00
CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-,HR001117C0025,,174746702,N: Emergency P.L. 116-136;Q: Excluded from tracking (uses non-emergency/non-disaster designated appropriations),,1105080.5,2016/10/31,2017,2021/9/15,2021,2016/10/31,2022/3/31,2022/3/31,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,Department of Defense (DOD),97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,017-2020/2021-1319-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2020/2021-3600-000;097-2018/2019-0400-000;097-2019/2020-0400-000;097-2020/2021-0400-000;097-2021/2022-0400-000,017-1319;057-3600;097-0400,25.1: Advisory and assistance services;25.5: Research and development contracts,0001: BASIC RESEARCH;0002: APPLIED RESEARCH,794598573,VTEWM5QSE598,RAYTHEON COMPANY,RAYTHEON COMPANY,1344142,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,USA,UNITED STATES,1151 E HERMANS RD,TUCSON,PIMA,AZ,Arizona,857569367,3,,,"15090 Tucson, AZ",AZ,Arizona,857569367,3,USA,UNITED STATES,IGF::OT::IGF HYPERSONIC AIR-BREATHING WEAPON CONCEPT (HAWC) PHASE 2,HYPERSONIC AIR BREAT,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NONE,NONE,sub-contract,bd8b5f225247686425681a9a52611d13,2021,2,4202371214,86583,2021/2/11,2021,788104334,"EAGLEPICHER TECHNOLOGIES, LLC",,788104334,"EAGLEPICHER TECHNOLOGIES, LLC",USA,UNITED STATES,C & PORTER ST,JOPLIN,MO,Missouri,64801,7,,"For-Profit Organization,Limited Liability Company,Manufacturer of Goods",,Joplin,MO,Missouri,648012816,7,USA,UNITED STATES,Iron Batteries.,Gordon  Walker,587565,Gary  McCloskey,346736,Ronald  Nowlin,331263,George  Cintra,316761,Scott  Kidd,300665,https://www.usaspending.gov/award/CONT_AWD_HR001117C0025_9700_-NONE-_-NONE-/,2021-03-24 09:44:27+00
